Executed File,File Last Modified,File Created On,File Size,File Attributes,Product Name,Product Version,File Description,File Version,Company Name,Last Executed On
C:\Users\AD01713091\AppData\Local\Temp\jre-8u341-windows-au.exe,2022-07-19 오후 4:43:58,2022-07-19 오후 4:43:57,"2,266,288",A,Java Platform SE 8 U341,8.0.3410.10,Java Platform SE binary,8.0.3410.10,Oracle Corporation,
C:\USERS\AD01713091\APPDATA\LOCAL\TEMP\PROCEXP64.EXE,,,,,,,,,,2022-08-24 오전 5:27:28
C:\Users\AD01713091\AppData\Local\Temp\{36DA6F6F-1FAB-4BAA-8F49-8D105A31C2D4}\Xftp-7.0.0088p.exe,,,,,,,,,,
C:\USERS\AD01713091\APPDATA\LOCAL\TEMP\{E5DF3245-80CF-48E8-AE2F-22D4D2DDD805}~SETUP\VCREDIST_X86.EXE,,,,,,,,,,2022-07-01 오전 8:30:25
C:\USERS\AD01713091\APPDATA\LOCAL\TEMP\{F4950170-C1AA-4DF6-ACA7-AFAF80D85978}\SETUP.EXE,,,,,,,,,,2022-08-23 오후 10:31:29
C:\Users\AD01713091\AppData\Local\Temp\~nsu.tmp\Au_.exe,2022-07-07 오전 9:44:50,2022-08-24 오전 6:09:41,"1,621,484",A,Privacy-i Agent v6.0,6.0.0.373,K뱅크_PC방화벽사용  2022-07-07,6.0.0.373,SOMANSA,2022-08-25 오전 1:39:27
C:\USERS\AD01713091\APPDATA\LOCAL\TEMP\~NSU.TMP\BU_.EXE,,,,,,,,,,2022-08-25 오전 1:37:18
C:\USERS\AD01713091\APPDATA\LOCAL\TEMP\~NSU.TMP\CU_.EXE,,,,,,,,,,2022-08-24 오전 5:49:44
C:\Users\AD01713091\AppData\Local\Temp\~nsuA.tmp\Un_A.exe,2021-11-28 오후 10:22:00,2022-06-13 오전 4:59:00,"54,664",A,Pulse Secure Setup Client,,Pulse Secure Setup Client Uninstaller,9.1.13.12971,"Pulse Secure, LLC",2022-08-24 오전 6:08:37
C:\Users\AD01713091\AppData\Local\WorksMobile\WorksMobileOne\WMOneNCS.exe,2022-06-02 오전 2:15:58,2022-06-02 오전 2:15:58,"410,000",A,WORKS,3.4.2.4,WORKS,3.4.2.4,Works Mobile,2022-07-21 오후 8:16:28
C:\Users\AD01713091\AppData\Local\WORKSMOBILE\WORKSMOBILEONE\WMWEBENGINE.EXE,2022-06-01 오전 6:06:30,2022-06-01 오전 6:06:30,"1,413,008",A,,,,,,2022-07-21 오후 8:16:30
C:\USERS\AD01713091\APPDATA\ROAMING\BURPSUITE\UPDATES\47E5AB10\BURPSUITE_COMMUNITY_WINDOWS-X64_V2022_6_1.EXE,,,,,,,,,,2022-08-17 오전 12:56:38
C:\USERS\AD01713091\APPDATA\ROAMING\BURPSUITE\UPDATES\47E5AB10\BURPSUITE_COMMUNITY_WINDOWS-X64_V2022_8_1.EXE,,,,,,,,,,2022-08-17 오전 12:58:03
C:\Users\AD01713091\AppData\Roaming\Pulse Secure\PSAL\PulseApplicationLauncher.exe,2022-01-01 오후 11:42:10,2022-01-01 오후 11:42:10,"2,050,488",A,Pulse Secure Application Launcher,"9, 1, 14, 13525",Pulse Secure Application Launcher,"9, 1, 14, 13525","Pulse Secure, LLC",
C:\Users\AD01713091\AppData\Roaming\Pulse Secure\Setup Client\uninstall.exe,2022-01-02 오후 4:42:22,2022-01-02 오후 4:42:22,"54,664",A,Pulse Secure Setup Client,,Pulse Secure Setup Client Uninstaller,9.1.14.13525,"Pulse Secure, LLC",
C:\Users\AD01713091\Desktop\Intel-PCIe-Ethernet-Controller-Driver_XX4J1_WIN_25.5.0.0_A20.EXE,,,,,,,,,,
C:\Users\AD01713091\Downloads\3uTools_v2.60.022_Setup.exe,,,,,,,,,,
C:\Users\AD01713091\Downloads\473.81-desktop-win10-win11-64bit-international-dch-whql.exe,2022-08-08 오전 2:21:00,2022-08-08 오전 2:20:35,"740,931,992",A,NVIDIA Package Launcher,1.0.11,NVIDIA Package Launcher,1.0.11,NVIDIA Corporation,
C:\Users\AD01713091\Downloads\android-studio-2021.2.1.15-windows.exe,,,,,,,,,,
C:\Users\AD01713091\Downloads\AnySign_Installer.exe,,,,,,,,,,
C:\Users\AD01713091\Downloads\Docker Desktop Installer.exe,2022-07-04 오전 1:03:15,2022-07-04 오전 1:03:10,"519,811,968",A,Docker Desktop Installer,4.10.0.82025,Docker Desktop Installer,4.10.0.82025,Docker Inc.,
C:\Users\AD01713091\Downloads\dxwebsetup.exe,2022-08-08 오전 2:14:41,2022-08-08 오전 2:14:40,"295,320",A,Microsoft® Windows® Operating System,9.29.1974.0,DirectX 9.0 Web setup,9.29.1974.0,Microsoft Corporation,
C:\Users\AD01713091\Downloads\FileZilla_3.60.2_win64_sponsored2-setup.exe,2022-08-24 오전 12:31:09,2022-08-24 오전 12:31:06,"12,267,224",A,FileZilla,3.60.2,FileZilla FTP Client,3.60.2,Tim Kosse,2022-08-24 오전 12:31:15
C:\Users\AD01713091\Downloads\FLOORInstaller.exe,,,,,,,,,,
C:\Users\AD01713091\Downloads\Git-2.37.1-64-bit.exe,2022-08-11 오전 7:27:00,2022-08-11 오전 7:26:58,"49,381,480",A,Git,2.37.1,Git Setup,2.37.1.1,The Git Development Community,
C:\Users\AD01713091\Downloads\HxDSetup\HxDSetup.exe,,,,,,,,,,
C:\Users\AD01713091\Downloads\nsa_agent_64bit_9.1r13.1.exe,,,,,,,,,,
C:\Users\AD01713091\Downloads\Privacy-i_Agent_v6.0\Privacy-i_Agent_v6.0_silent.exe,2022-07-07 오전 9:47:14,2022-07-22 오전 8:00:51,"62,562,832",A,Privacy-i Agent v6.0,6.0.0.373,K뱅크_PC방화벽사용  2022-07-07,6.0.0.373,SOMANSA,
C:\Users\AD01713091\Downloads\ProcessExplorer (2)\procexp64.exe,,,,,,,,,,
C:\Users\AD01713091\Downloads\ProcessExplorer\procexp.exe,,,,,,,,,,
C:\Users\AD01713091\Downloads\ProcessExplorer\procexp64.exe,,,,,,,,,,
C:\Users\AD01713091\Downloads\python-3.9.10-amd64.exe,,,,,,,,,,
C:\Users\AD01713091\Downloads\sqlite-tools-win32-x86-3390000\sqlite-tools-win32-x86-3390000\sqlite3.exe,,,,,,,,,,
C:\Users\AD01713091\Downloads\VirtualBox-6.1.34a-150636-Win.exe,,,,,,,,,,
C:\Users\AD01713091\Downloads\VMware-player-12.5.7-5813279.exe,,,,,,,,,,
C:\Users\AD01713091\Downloads\VMware-player-full-16.2.3-19376536.exe,,,,,,,,,,2022-07-01 오전 5:02:38
C:\Users\AD01713091\Downloads\Win64OpenSSL_Light-3_0_5.exe,2022-08-10 오후 11:15:21,2022-08-10 오후 11:15:18,"4,758,875",A,OpenSSL Light (64-bit),,OpenSSL Light (64-bit) Setup,,OpenSSL Win64 Installer Team,
C:\Users\AD01713091\Downloads\winpmem_mini_x64_rc2.exe,2022-07-08 오전 7:30:41,2022-07-08 오전 7:30:40,"527,640",A,,,,,,
C:\Users\AD01713091\Downloads\winpmem_mini_x86.exe,2022-07-08 오전 7:31:02,2022-07-08 오전 7:31:02,"217,368",A,,,,,,
C:\Users\AD01713091\Downloads\wkhtmltox-0.12.6-1.msvc2015-win64.exe,2022-08-10 오후 11:15:31,2022-08-10 오후 11:15:24,"27,972,327",A,wkhtmltox,,wkhtmltox 0.12.6-1,0.12.6-1,,
C:\Users\AD01713091\Downloads\Xshell-7.0.0090p.exe,,,,,,,,,,
C:\Windows\Downloaded Program Files\PulseSetupClientCtrlUninstaller.exe,,,,,,,,,,
C:\Windows\Downloaded Program Files\PulseSetupClientCtrlUninstaller64.exe,,,,,,,,,,
C:\Windows\Explorer.exe,2022-08-16 오후 11:48:04,2022-08-16 오후 11:48:04,"5,126,256",A,Microsoft® Windows® Operating System,10.0.19041.1826,Windows 탐색기,10.0.19041.1826 (WinBuild.160101.0800),Microsoft Corporation,2022-08-24 오전 6:38:17
C:\Windows\IMMERSIVECONTROLPANEL\SYSTEMSETTINGS.EXE,2022-08-16 오후 11:48:50,2022-08-16 오후 11:48:50,"98,104",A,Microsoft® Windows® Operating System,10.0.19041.1826,설정,10.0.19041.1826 (WinBuild.160101.0800),Microsoft Corporation,2022-07-12 오전 7:13:22
C:\Windows\Installer\{A4CD33CE-41A3-430E-9613-F5E415664D0D}\PIMngCtrIcon.exe,2019-03-05 오전 6:12:30,2019-03-05 오전 6:12:30,"284,160",A,,,,,,
C:\Windows\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\mscorsvw.exe,2022-03-03 오전 8:46:46,2022-03-03 오전 8:46:46,"151,984",A,Microsoft® .NET Framework,4.8.4320.0,.NET Runtime Optimization Service,4.8.4320.0 built by: NET48REL1LAST_C,Microsoft Corporation,2022-08-26 오전 6:45:36
C:\Windows\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\ngen.exe,2022-03-03 오전 8:46:46,2022-03-03 오전 8:46:46,"174,552",A,Microsoft® .NET Framework,4.8.4320.0,Microsoft Common Language Runtime native compiler,4.8.4320.0 built by: NET48REL1LAST_C,Microsoft Corporation,2022-08-26 오전 6:45:32
C:\Windows\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\ngentask.exe,2022-03-03 오전 8:46:46,2022-03-03 오전 8:46:46,"79,312",A,Microsoft® .NET Framework,4.8.4320.0,Microsoft .NET Framework optimization service,4.8.4320.0 built by: NET48REL1LAST_C,Microsoft Corporation,2022-08-26 오전 6:45:45
C:\Windows\MICROSOFT.NET\FRAMEWORK\V4.0.30319\ngentask.exe,2022-03-03 오전 8:46:46,2022-03-03 오전 8:46:46,"79,816",A,Microsoft® .NET Framework,4.8.4320.0,Microsoft .NET Framework optimization service,4.8.4320.0 built by: NET48REL1LAST_C,Microsoft Corporation,2022-08-26 오전 6:45:33
C:\Windows\regedit.exe,2022-03-03 오전 8:52:52,2022-03-03 오전 8:52:52,"370,176",A,Microsoft® Windows® Operating System,10.0.19041.1826,레지스트리 편집기,10.0.19041.1826 (WinBuild.160101.0800),Microsoft Corporation,
C:\Windows\SERVICING\TRUSTEDINSTALLER.EXE,2022-06-08 오전 7:07:15,2022-06-08 오전 7:07:15,"192,336",A,Microsoft® Windows® Operating System,10.0.19041.1826,Windows 모듈 설치 관리자,10.0.19041.1826 (WinBuild.160101.0800),Microsoft Corporation,2022-08-26 오전 7:56:15
C:\Windows\System32\ARP.EXE,2019-12-07 오전 9:09:57,2019-12-07 오전 9:09:57,"22,528",A,Microsoft® Windows® Operating System,10.0.19041.1826,TCP/IP Arp 명령,10.0.19041.1826 (WinBuild.160101.0800),Microsoft Corporation,2022-08-26 오전 7:51:22
C:\WINDOWS\SYSTEM32\AUDIODG.EXE,,,,,Microsoft® Windows® Operating System,10.0.19041.1826,Windows 오디오 장치 그래프 격리,10.0.19041.1826 (WinBuild.160101.0800),Microsoft Corporation,2022-08-26 오전 7:25:42
C:\Windows\System32\BACKGROUNDTASKHOST.EXE,2022-03-03 오전 8:52:36,2022-03-03 오전 8:52:36,"17,728",A,Microsoft® Windows® Operating System,10.0.19041.546,Background Task Host,10.0.19041.546 (WinBuild.160101.0800),Microsoft Corporation,2022-08-26 오전 7:39:00
C:\Windows\System32\BITSADMIN.EXE,2019-12-07 오전 9:09:22,2019-12-07 오전 9:09:22,"186,880",A,Microsoft® Windows® Operating System,7.8.19041.1826,BITS 관리 유틸리티,7.8.19041.1826 (WinBuild.160101.0800),Microsoft Corporation,2022-08-26 오전 7:51:05
C:\Windows\System32\calc.exe,2019-12-07 오전 9:10:04,2019-12-07 오전 9:10:04,"26,112",A,Microsoft® Windows® Operating System,10.0.19041.1,Windows Calculator,10.0.19041.1 (WinBuild.160101.0800),Microsoft Corporation,2022-08-26 오전 7:03:26
C:\Windows\System32\cmd.exe,2022-03-03 오전 8:52:37,2022-03-03 오전 8:52:37,"236,544",A,Microsoft® Windows® Operating System,10.0.19041.1826,Windows 명령 처리기,10.0.19041.1826 (WinBuild.160101.0800),Microsoft Corporation,2022-08-26 오전 7:56:16
C:\WINDOWS\SYSTEM32\COMPATTELRUNNER.EXE,,,,,Microsoft® Windows® Operating System,10.0.19645.1046,Microsoft Compatibility Telemetry,10.0.19645.1046 (WinBuild.160101.0800),Microsoft Corporation,2022-08-26 오전 6:45:21
C:\WINDOWS\SYSTEM32\CONHOST.EXE,,,,,Microsoft® Windows® Operating System,10.0.19041.1826,콘솔 창 호스트,10.0.19041.1826 (WinBuild.160101.0800),Microsoft Corporation,2022-06-08 오전 6:43:19
C:\WINDOWS\SYSTEM32\CONSENT.EXE,,,,,Microsoft® Windows® Operating System,10.0.19041.1826,관리 응용 프로그램에 대한 승인된 UI,10.0.19041.1826 (WinBuild.160101.0800),Microsoft Corporation,2022-08-26 오전 4:39:38
C:\Windows\System32\dllhost.exe,2022-03-03 오전 8:52:38,2022-03-03 오전 8:52:38,"19,256",A,Microsoft® Windows® Operating System,10.0.19041.546,COM Surrogate,10.0.19041.546 (WinBuild.160101.0800),Microsoft Corporation,2022-08-26 오전 7:56:15
C:\WINDOWS\SYSTEM32\DRVINST.EXE,,,,,Microsoft® Windows® Operating System,10.0.19041.1865,Driver Installation Module,10.0.19041.1865 (WinBuild.160101.0800),Microsoft Corporation,2022-08-26 오전 7:39:03
C:\Windows\system32\eventvwr.exe,2019-12-07 오전 9:10:00,2019-12-07 오전 9:10:00,"81,408",A,Microsoft® Windows® Operating System,10.0.19041.1826,Event Viewer Snapin Launcher,10.0.19041.1826 (WinBuild.160101.0800),Microsoft Corporation,
C:\Windows\System32\expand.exe,2019-12-07 오전 9:09:26,2019-12-07 오전 9:09:26,"53,248",A,Microsoft® Windows® Operating System,5.00,LZ 확장 유틸리티,5.00 (WinBuild.160101.0800),Microsoft Corporation,2022-08-26 오전 7:39:08
C:\Windows\System32\fsquirt.exe,2019-12-07 오전 9:09:22,2019-12-07 오전 9:09:22,"128,512",A,Microsoft® Windows® Operating System,10.0.19041.1826,,10.0.19041.1826 (WinBuild.160101.0800),Microsoft Corporation,
C:\Windows\System32\ipconfig.exe,2019-12-07 오전 9:09:57,2019-12-07 오전 9:09:57,"29,184",A,Microsoft® Windows® Operating System,10.0.19041.1826,IP 구성 유틸리티,10.0.19041.1826 (WinBuild.160101.0800),Microsoft Corporation,2022-08-26 오전 7:51:04
C:\WINDOWS\SYSTEM32\LOGONUI.EXE,,,,,Microsoft® Windows® Operating System,10.0.19041.1,Windows Logon User Interface Host,10.0.19041.1 (WinBuild.160101.0800),Microsoft Corporation,2022-08-26 오전 7:55:18
C:\Windows\System32\makecab.exe,2019-12-07 오전 9:09:25,2019-12-07 오전 9:09:25,"68,096",A,Microsoft® Windows® Operating System,5.00,Microsoft® Cabinet Maker,5.00 (WinBuild.160101.0800),Microsoft Corporation,2022-08-26 오전 6:49:45
C:\Windows\system32\mmc.exe,2022-08-16 오후 11:48:38,2022-08-16 오후 11:48:38,"1,439,744",A,Microsoft® Windows® Operating System,10.0.19041.1826,Microsoft Management Console,10.0.19041.1826 (WinBuild.160101.0800),Microsoft Corporation,2022-06-27 오전 2:05:53
C:\Windows\System32\msiexec.exe,2019-12-07 오전 9:10:02,2019-12-07 오전 9:10:02,"59,904",A,Windows Installer - Unicode,5.0.19041.1826,Windows® installer,5.0.19041.1826 (WinBuild.160101.0800),Microsoft Corporation,2022-08-23 오후 10:31:30
C:\Windows\system32\mspaint.exe,2019-12-06 오후 7:39:00,2019-12-07 오후 2:57:37,"743,424",A,Microsoft® Windows® Operating System,10.0.19041.1826,그림판,10.0.19041.1826 (WinBuild.160101.0800),Microsoft Corporation,
C:\Windows\system32\NOTEPAD.EXE,2019-12-06 오후 7:40:00,2019-12-07 오후 2:57:42,"165,888",A,Microsoft® Windows® Operating System,10.0.19041.1826,메모장,10.0.19041.1826 (WinBuild.160101.0800),Microsoft Corporation,2022-08-26 오전 7:43:43
C:\Windows\system32\OpenWith.exe,2022-03-03 오전 8:52:44,2022-03-03 오전 8:52:44,"107,368",A,Microsoft® Windows® Operating System,10.0.19041.1826,앱 선택,10.0.19041.1826 (WinBuild.160101.0800),Microsoft Corporation,2022-08-11 오전 7:30:38
C:\WINDOWS\SYSTEM32\OPTIONALFEATURES.EXE,,,,,Microsoft® Windows® Operating System,10.0.19041.1826,Windows 기능,10.0.19041.1826 (WinBuild.160101.0800),Microsoft Corporation,2022-07-04 오전 12:57:51
C:\WINDOWS\SYSTEM32\PNPUTIL.EXE,,,,,Microsoft® Windows® Operating System,10.0.19041.1826,"Microsoft PnP 유틸리티 - 드라이버 패키지의 추가, 삭제, 내보내기 및 열거를 수행하는 도구입니다.",10.0.19041.1826 (WinBuild.160101.0800),Microsoft Corporation,2022-08-26 오전 7:57:58
C:\WINDOWS\SYSTEM32\QUSER.EXE,,,,,Microsoft® Windows® Operating System,10.0.19041.1826,사용자 쿼리 유틸리티,10.0.19041.1826 (WinBuild.160101.0800),Microsoft Corporation,2022-08-26 오전 6:53:24
C:\Windows\System32\rundll32.exe,2022-03-03 오전 8:52:43,2022-03-03 오전 8:52:43,"61,440",A,Microsoft® Windows® Operating System,10.0.19041.1826,Windows 호스트 프로세스(Rundll32),10.0.19041.1826 (WinBuild.160101.0800),Microsoft Corporation,2022-08-26 오전 6:45:21
C:\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE,,,,,Microsoft® Windows® Operating System,10.0.19041.746,Runtime Broker,10.0.19041.746 (WinBuild.160101.0800),Microsoft Corporation,2022-08-26 오전 7:39:00
C:\WINDOWS\SYSTEM32\SAMSUNG\EASYSETUP\SAMSUNGDEXEASYSETUP.EXE,,,,,Samsung DeX EasySetup,"1, 0, 0, 8",Samsung DeX EasySetup,"1, 0, 0, 8","Samsung Electronics Co., Ltd.",2022-08-11 오후 10:56:47
C:\Windows\System32\scrnsave.scr,2019-12-07 오전 9:09:13,2019-12-07 오전 9:09:13,"29,696",A,Microsoft® Windows® Operating System,10.0.19041.1826,Blank Screen Saver,10.0.19041.1826 (WinBuild.160101.0800),Microsoft Corporation,2022-08-25 오전 12:09:31
C:\Windows\System32\SEARCHFILTERHOST.EXE,2022-08-16 오후 11:48:20,2022-08-16 오후 11:48:20,"229,376",A,Windows® Search,7.0.19041.1865,Microsoft Windows Search Filter Host,7.0.19041.1865 (WinBuild.160101.0800),Microsoft Corporation,2022-08-26 오전 7:12:58
C:\Windows\System32\SEARCHPROTOCOLHOST.EXE,2022-08-16 오후 11:48:20,2022-08-16 오후 11:48:20,"340,992",A,Windows® Search,7.0.19041.1865,Microsoft Windows Search Protocol Host,7.0.19041.1865 (WinBuild.160101.0800),Microsoft Corporation,2022-08-26 오전 7:39:06
C:\WINDOWS\SYSTEM32\SMARTSCREEN.EXE,,,,,Microsoft® Windows® Operating System,10.0.19041.1826,Windows Defender SmartScreen,10.0.19041.1826 (WinBuild.160101.0800),Microsoft Corporation,2022-08-26 오전 7:38:57
C:\WINDOWS\SYSTEM32\SPPSVC.EXE,,,,,Microsoft® Windows® Operating System,10.0.19041.1826,Microsoft 소프트웨어 보호 플랫폼 서비스,10.0.19041.1826 (WinBuild.160101.0800),Microsoft Corporation,2022-08-26 오전 7:38:59
C:\Windows\System32\svchost.exe,2022-07-18 오전 2:19:29,2022-07-18 오전 2:19:29,"46,504",A,Microsoft® Windows® Operating System,10.0.19041.1826,Host Process for Windows Services,10.0.19041.1826 (WinBuild.160101.0800),Microsoft Corporation,2022-08-26 오전 6:45:21
C:\Windows\System32\SYSTEMINFO.EXE,2019-12-07 오전 9:10:05,2019-12-07 오전 9:10:05,"76,800",A,Microsoft® Windows® Operating System,10.0.19041.1826,시스템 정보 표시,10.0.19041.1826 (WinBuild.160101.0800),Microsoft Corporation,2022-08-26 오전 7:51:02
C:\Windows\System32\SYSTEMPROPERTIESADVANCED.EXE,2019-12-07 오전 9:09:13,2019-12-07 오전 9:09:13,"82,944",A,Microsoft® Windows® Operating System,10.0.19041.1826,고급 시스템 설정,10.0.19041.1826 (WinBuild.160101.0800),Microsoft Corporation,2022-08-11 오전 1:41:22
C:\WINDOWS\SYSTEM32\TASKHOSTW.EXE,,,,,Microsoft® Windows® Operating System,10.0.19041.1826,Windows 작업을 위한 호스트 프로세스,10.0.19041.1826 (WinBuild.160101.0800),Microsoft Corporation,2022-08-26 오전 7:36:56
C:\WINDOWS\SYSTEM32\VSSVC.EXE,,,,,Microsoft® Windows® Operating System,10.0.19041.1826,Microsoft(R) 볼륨 섀도 복사본 서비스,10.0.19041.1826 (WinBuild.160101.0800),Microsoft Corporation,2022-08-26 오전 6:49:04
C:\Windows\System32\wbem\WmiPrvSE.exe,2022-03-03 오전 8:52:31,2022-03-03 오전 8:52:31,"418,304",A,Microsoft® Windows® Operating System,10.0.19041.546,WMI Provider Host,10.0.19041.546 (WinBuild.160101.0800),Microsoft Corporation,2022-08-26 오전 7:57:18
C:\Windows\System32\WerFault.exe,2022-06-08 오전 6:41:33,2022-06-08 오전 6:41:33,"489,320",A,Microsoft® Windows® Operating System,10.0.19041.1826,Windows 문제 보고,10.0.19041.1826 (WinBuild.160101.0800),Microsoft Corporation,2022-08-25 오전 2:12:15
C:\Windows\System32\wermgr.exe,2022-06-08 오전 6:41:33,2022-06-08 오전 6:41:33,"202,600",A,Microsoft® Windows® Operating System,10.0.19041.1682,Windows Problem Reporting,10.0.19041.1682 (WinBuild.160101.0800),Microsoft Corporation,2022-08-26 오전 6:50:00
C:\Windows\system32\WFS.exe,,,,,Microsoft® Windows® Operating System,10.0.19041.1889,Microsoft  Windows Fax and Scan,10.0.19041.1889 (WinBuild.160101.0800),Microsoft Corporation,
C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,2022-03-03 오전 8:53:27,2022-03-03 오전 8:53:27,"433,152",A,Microsoft® Windows® Operating System,10.0.19041.1826,Windows PowerShell,10.0.19041.1826 (WinBuild.160101.0800),Microsoft Corporation,
C:\Windows\SYSTEMAPPS\MICROSOFT.LOCKAPP_CW5N1H2TXYEWY\LockApp.exe,2022-06-08 오전 7:07:14,2022-06-08 오전 7:07:14,"3,596,648",A,Microsoft® Windows® Operating System,10.0.19041.1741,LockApp.exe,10.0.19041.1741 (WinBuild.160101.0800),Microsoft Corporation,2022-08-08 오전 3:40:25
C:\Windows\SYSTEMAPPS\MICROSOFT.WINDOWS.APPREP.CHXAPP_CW5N1H2TXYEWY\CHXSMARTSCREEN.EXE,2022-03-03 오전 8:52:11,2022-03-03 오전 8:52:11,"369,480",A,Microsoft® Windows® Operating System,10.0.19041.423,CHXSmartScreen.exe,10.0.19041.423 (WinBuild.160101.0800),Microsoft Corporation,2022-08-24 오전 3:11:28
C:\Windows\SYSTEMAPPS\MICROSOFT.WINDOWS.SEARCH_CW5N1H2TXYEWY\SEARCHAPP.EXE,2022-08-16 오후 11:48:51,2022-08-16 오후 11:48:51,"3,660,640",A,Microsoft® Windows® Operating System,10.0.19041.1889,Search application,10.0.19041.1889 (WinBuild.160101.0800),Microsoft Corporation,2022-07-18 오전 7:28:05
C:\Windows\SYSTEMAPPS\MICROSOFT.WINDOWS.STARTMENUEXPERIENCEHOST_CW5N1H2TXYEWY\STARTMENUEXPERIENCEHOST.EXE,2022-03-03 오전 8:52:06,2022-03-03 오전 8:52:06,"793,416",A,,,,,,2022-08-19 오전 8:46:35
C:\Windows\SYSTEMAPPS\MICROSOFTWINDOWS.CLIENT.CBS_CW5N1H2TXYEWY\TEXTINPUTHOST.EXE,2022-03-03 오전 8:53:19,2022-03-03 오전 8:53:19,"19,232",A,Microsoft® Windows® Operating System,121.9202.4105.0,,121.9202.4105.0,Microsoft Corporation,2022-08-19 오전 8:46:43
C:\Windows\SysWOW64\chcp.com,2022-07-18 오전 2:19:41,2022-07-18 오전 2:19:41,"12,800",A,Microsoft® Windows® Operating System,10.0.19041.1806,Change CodePage Utility,10.0.19041.1806 (WinBuild.160101.0800),Microsoft Corporation,2022-08-26 오전 7:14:25
C:\Windows\SysWOW64\cmd.exe,2022-03-03 오전 8:52:37,2022-03-03 오전 8:52:37,"236,544",A,Microsoft® Windows® Operating System,10.0.19041.1826,Windows 명령 처리기,10.0.19041.1826 (WinBuild.160101.0800),Microsoft Corporation,2022-08-26 오전 7:43:16
C:\Windows\SysWOW64\cscript.exe,2022-03-03 오전 8:52:43,2022-03-03 오전 8:52:43,"144,896",A,Microsoft ® Windows Script Host,5.812.10240.16384,Microsoft ® Console Based Script Host,5.812.10240.16384,Microsoft Corporation,2022-08-26 오전 7:38:55
C:\Windows\SysWOW64\dllhost.exe,2022-03-03 오전 8:52:38,2022-03-03 오전 8:52:38,"19,256",A,Microsoft® Windows® Operating System,10.0.19041.546,COM Surrogate,10.0.19041.546 (WinBuild.160101.0800),Microsoft Corporation,2022-08-26 오전 7:14:07
C:\Windows\SysWOW64\msiexec.exe,2019-12-07 오전 9:10:02,2019-12-07 오전 9:10:02,"59,904",A,Windows Installer - Unicode,5.0.19041.1826,Windows® installer,5.0.19041.1826 (WinBuild.160101.0800),Microsoft Corporation,2022-06-08 오전 6:44:42
C:\Windows\SysWOW64\net.exe,2019-12-07 오전 9:09:57,2019-12-07 오전 9:09:57,"47,104",A,Microsoft® Windows® Operating System,10.0.19041.1,Net Command,10.0.19041.1 (WinBuild.160101.0800),Microsoft Corporation,2022-08-26 오전 6:59:05
C:\Windows\SysWOW64\net1.exe,2022-03-03 오전 8:52:58,2022-03-03 오전 8:52:58,"139,776",A,Microsoft® Windows® Operating System,10.0.19041.1466,Net Command,10.0.19041.1466 (WinBuild.160101.0800),Microsoft Corporation,2022-08-26 오전 6:59:05
C:\Windows\SysWOW64\netsh.exe,2019-12-07 오전 9:09:57,2019-12-07 오전 9:09:57,"82,432",A,Microsoft® Windows® Operating System,10.0.19041.1826,네트워크 명령 셸,10.0.19041.1826 (WinBuild.160101.0800),Microsoft Corporation,2022-08-26 오전 7:14:25
C:\Windows\SysWOW64\NETSTAT.EXE,2019-12-07 오전 9:09:57,2019-12-07 오전 9:09:57,"32,768",A,Microsoft® Windows® Operating System,10.0.19041.1826,TCP/IP Netstat 명령,10.0.19041.1826 (WinBuild.160101.0800),Microsoft Corporation,2022-08-26 오전 7:44:41
C:\Windows\SysWOW64\wbem\WmiPrvSE.exe,2022-03-03 오전 8:52:31,2022-03-03 오전 8:52:31,"418,304",A,Microsoft® Windows® Operating System,10.0.19041.546,WMI Provider Host,10.0.19041.546 (WinBuild.160101.0800),Microsoft Corporation,2022-08-26 오전 7:57:18
C:\Windows\SysWOW64\WerFault.exe,2022-06-08 오전 6:41:33,2022-06-08 오전 6:41:33,"489,320",A,Microsoft® Windows® Operating System,10.0.19041.1826,Windows 문제 보고,10.0.19041.1826 (WinBuild.160101.0800),Microsoft Corporation,2022-08-24 오전 5:32:55
C:\Windows\SysWOW64\WINDOWSPOWERSHELL\v1.0\POWERSHELL.EXE,2022-03-03 오전 8:53:27,2022-03-03 오전 8:53:27,"433,152",A,Microsoft® Windows® Operating System,10.0.19041.1826,Windows PowerShell,10.0.19041.1826 (WinBuild.160101.0800),Microsoft Corporation,2022-08-26 오전 7:00:37
C:\WINDOWS\TEMP\INVEC19_TMP\DELL_THERMALCIC\DELL_THERMALPPKGINSTALLER.EXE,,,,,,,,,,2022-08-26 오전 7:39:01
C:\WINDOWS\TEMP\INVEC19_TMP\EXECUTABLES\DRVUPDATE.EXE,,,,,,,,,,2022-08-26 오전 7:39:01
C:\WINDOWS\TEMP\INVEC19_TMP\INVCOL.EXE,,,,,,,,,,2022-08-26 오전 7:39:01
C:\WINDOWS\TEMP\INVEC19_TMP\NOVATEK\ROM_CHECK_AUX_TOOL.EXE,,,,,,,,,,2022-08-26 오전 7:39:01
C:\WINDOWS\TEMP\INVEC19_TMP\REGMSI\REG-MSI_INVENTORY.EXE,,,,,,,,,,2022-08-26 오전 7:39:01
